CASENUM,VEH_NO,MDRDSTRD
201395253976,1,0
201395254003,1,0
201395254038,1,0
201395254047,1,0
201395254047,2,0
201395254115,2,0
201395254188,2,0
201395254188,3,0
201395254211,1,0
201395254221,1,0
201395254234,1,0
201395254234,2,0
201395254234,3,0
201395254245,1,0
201395254247,1,0
201395254247,2,0
201395254253,1,0
201395254253,2,0
201395254267,1,0
201395254267,2,0
201395254397,1,0
201395254404,1,0
201395254404,2,0
201395254404,3,0
201395254435,1,0
201395254435,2,0
201395254452,1,0
201395254460,1,0
201395254460,2,0
201395254474,1,0
201395254474,2,0
201395254479,1,0
201395254479,2,0
201395254488,1,0
201395254489,1,0
201395254492,1,0
201395254519,1,0
201395254523,1,0
201395254523,2,0
201395254534,1,0
201395254534,2,0
201395254544,1,0
201395254579,1,0
201395254586,1,0
201395254596,1,0
201395254672,1,0
201395254672,2,0
201395254712,1,0
201395254712,2,0
201395254730,1,0
201395254770,1,0
201395254818,1,0
201395254833,1,0
201395254833,2,0
201395254833,3,0
201395254849,1,0
201395254853,1,0
201395254853,2,0
201395254872,1,0
201395254872,2,0
201395254872,3,0
201395254881,1,0
201395254881,2,0
201395254893,1,0
201395254893,2,0
201395254902,1,0
201395254934,1,0
201395254934,2,0
201395254934,3,0
201395255003,1,0
201395255003,2,0
201395255003,3,0
201395255041,1,0
201395255065,1,10
201395255065,2,0
201395255074,1,0
201395255074,2,0
201395255074,3,93
201395255084,1,0
201395255084,2,0
201395255091,1,0
201395255091,2,0
201395255140,1,0
201395255140,2,0
201395255150,1,0
201395255150,2,93
201395255164,1,0
201395255164,2,1
201395255165,1,0
201395255165,2,0
201395255192,1,0
201395255192,2,0
201395255211,1,0
201395255211,2,0
201395255250,1,0
201395255276,1,0
201395255276,2,0
201395255294,1,0
201395255294,2,0
201395255294,3,0
201395255317,1,0
201395255334,1,0
201395255334,2,0
201395255365,1,0
201395255488,1,0
201395255488,2,0
201395255563,1,0
201395255563,2,0
201395255580,1,1
201395255580,2,0
201395255625,1,1
201395255625,2,0
201395255660,1,0
201395255670,1,0
201395255670,2,0
201395255730,1,0
201395255754,1,0
201395255758,1,0
201395255758,2,0
201395255792,1,0
201395255800,1,0
201395255800,2,0
201395255815,1,0
201395255819,1,0
201395255830,1,0
201395255830,2,0
201395255839,1,0
201395255839,2,0
201395255863,1,0
201395255863,2,0
201395255889,1,0
201395255891,1,0
201395255891,2,92
201395255892,1,0
201395255897,1,0
201395255902,1,93
201395255902,2,0
201395255922,1,0
201395255922,2,0
201395255952,1,0
201395255952,2,0
201395255956,1,0
201395255956,2,0
201395255975,1,0
201395255975,2,93
201395256083,1,0
201395256083,2,0
201395256095,1,0
201395256108,1,0
201395256108,2,0
201395256187,1,12
201395256187,2,0
201395256264,1,0
201395256264,2,0
201395256264,3,0
201395256273,1,0
201395256279,1,0
201395256279,2,0
201395256331,1,0
201395256335,1,0
201395256343,2,0
201395256504,1,0
201395256504,2,0
201395256578,1,1
201395256578,2,0
201395256643,1,0
201395256643,2,0
201395256644,1,0
201395256644,2,0
201395256652,1,0
201395256652,2,0
201395256660,1,0
201395256693,1,0
201395256814,1,0
201395256814,2,0
201395256841,1,0
201395256897,1,0
201395256897,2,0
201395256908,1,0
201395256908,2,0
201395256924,1,0
201395256924,2,0
201395256932,1,0
201395256937,1,0
201395256937,2,0
201395256940,2,0
201395256946,1,0
201395256961,1,0
201395256961,2,0
201395256964,1,0
201395256986,1,0
201395256987,2,0
201395256994,1,0
201395257010,1,0
201395257010,2,0
201395257023,1,0
201395257027,1,0
201395257027,2,0
201395257033,1,0
201395257033,2,0
201395257051,1,0
201395257052,1,0
201395257052,2,0
201395257058,1,98
201395257070,1,0
201395257154,1,0
201395257154,2,0
201395257184,1,0
201395257184,2,0
201395257221,1,0
201395257221,2,0
201395257236,1,0
201395257236,2,0
201395257236,3,0
201395257265,1,0
201395257265,2,0
201395257292,2,0
201395257307,1,0
201395257307,2,0
201395257331,1,0
201395257345,1,0
201395257345,2,0
201395257347,1,0
201395257347,2,0
201395257364,1,0
201395257364,2,0
201395257371,1,0
201395257408,1,0
201395257408,2,0
201395257425,1,0
201395257425,2,0
201395257504,1,0
201395257504,2,0
201395257645,1,0
201395257645,2,0
201395257678,1,0
201395257703,1,0
201395257703,2,0
201395257716,1,0
201395257716,2,0
201395257717,1,0
201395257717,2,0
201395257836,1,0
201395257836,2,0
201395257903,1,0
201395257944,1,0
201395257944,2,0
201395257948,1,0
201395257948,2,93
201395257984,1,0
201395257984,2,0
201395258028,1,0
201395258087,1,0
201395258112,1,0
201395258112,2,0
201395258113,1,0
201395258138,1,0
201395258138,2,0
201395258140,1,0
201395258140,2,0
201395258142,1,0
201395258144,1,93
201395258149,1,0
201395258157,1,0
201395258200,1,0
201395258200,2,0
201395258200,3,0
201395258242,1,0
201395258249,1,0
201395258299,1,0
201395258317,1,0
201395258321,1,0
201395258333,1,0
201395258333,2,0
201395258335,1,0
201395258361,1,93
201395258361,2,0
201395258362,1,0
201395258379,1,0
201395258379,2,0
201395258401,1,0
201395258406,1,0
201395258406,2,0
201395258406,3,0
201395258464,1,0
201395258464,2,0
201395258467,1,0
201395258467,2,0
201395258467,3,93
201395258522,1,0
201395258522,2,0
201395258523,1,0
201395258523,2,0
201395258534,1,0
201395258534,2,0
201395258536,1,0
201395258536,2,93
201395258602,1,0
201395258602,2,0
201395258613,1,0
201395258613,2,0
201395258689,1,0
201395258689,2,93
201395258696,1,0
201395258696,2,0
201395258698,1,0
201395258698,2,0
201395258700,1,0
201395258701,1,0
201395258701,2,0
201395258702,1,0
201395258702,2,0
201395258734,1,0
201395258734,2,0
201395258734,3,0
201395258734,4,0
201395258734,5,0
201395258734,6,0
201395258761,2,0
201395258815,1,0
201395258815,2,0
201395258866,1,0
201395258902,1,0
201395258902,2,0
201395258902,3,0
201395258921,1,0
201395258978,1,0
201395258978,2,0
201395259022,1,0
201395259022,2,0
201395259073,1,0
201395259110,1,10
201395259110,2,0
201395259130,1,0
201395259130,2,0
201395259168,1,0
201395259169,1,0
201395259174,1,0
201395259174,2,0
201395259174,3,0
201395259174,4,0
201395259177,1,0
201395259177,2,93
201395259181,1,0
201395259181,2,0
201395259183,1,0
201395259183,2,0
201395259259,1,0
201395259278,1,0
201395259280,1,0
201395259280,2,0
201395259406,1,10
201395259426,1,0
201395259426,2,0
201395259454,1,0
201395259454,2,0
201395259467,1,0
201395259467,2,0
201395259530,1,0
201395259542,1,0
201395259542,2,0
201395259564,1,0
201395259565,1,0
201395259831,1,0
201395259849,1,0
201395259849,2,0
201395260069,1,0
201395260069,2,0
201395260095,1,0
201395260107,1,0
201395260107,2,0
201395260126,1,1
201395260126,2,0
201395260134,1,0
201395260134,2,0
201395260254,1,0
201395260406,1,0
201395260559,1,0
201395260570,1,0
201395260575,1,0
201395260575,2,0
201395260593,1,0
201395260593,2,0
201395260598,1,0
201395260598,2,0
201395260598,3,0
201395260637,1,0
201395260652,1,0
201395260691,1,0
201395260695,1,0
201395260695,2,0
201395260986,1,0
201395260986,2,0
201395261073,1,0
201395261111,1,0
201395261111,2,0
201395261126,1,0
201395261126,2,0
201395306930,1,0
201395306932,2,0
201395307806,1,0
201395307809,1,0
201395308026,1,0
201395308028,1,0
201395308028,2,0
201395308028,3,0
201395308037,1,0
201395308037,2,0
201395308041,1,0
201395308051,1,0
201395308062,1,0
201395308062,2,0
201395308097,1,12
201395308097,2,0
201395308201,1,0
201395308202,2,0
201395308218,1,0
201395308218,2,0
201395308224,1,0
201395308224,2,0
201395308231,1,0
201395308231,2,0
201395308238,1,17
201395308239,1,12
201395308239,2,0
201395308239,3,0
201395308251,1,0
201395308251,2,0
201395308251,3,0
201395308255,1,0
201395308260,1,0
201395308261,1,15
201395308261,2,0
201395308262,1,0
201395308262,2,0
201395308266,1,0
201395308269,1,0
201395308280,1,0
201395308281,1,0
201395308281,2,0
201395308283,1,17
201395308283,2,0
201395308283,3,0
201395308294,1,0
201395308294,2,0
201395308294,3,0
201395308294,4,0
201395308302,1,0
201395308302,2,0
201395308305,1,0
201395308305,2,0
201395308305,3,0
201395308310,1,17
201395308318,1,7
201395308318,2,0
201395308322,1,0
201395308322,2,0
201395308326,1,0
201395308326,2,0
201395308331,1,0
201395308331,2,0
201395308331,3,0
201395308332,1,0
201395308332,2,0
201395308338,1,0
201395308338,2,0
201395308339,2,0
201395308345,1,17
201395308348,1,0
201395308377,1,17
201395308377,2,17
201395308377,4,0
201395308377,5,0
201395308377,6,0
201395308378,1,17
201395308378,2,0
201395308378,3,0
201395308404,1,0
201395308404,2,0
201395308405,1,0
201395308405,2,0
201395308408,1,1
201395308408,2,0
201395308470,1,0
201395308473,1,0
201395308473,2,0
201395308487,1,0
201395308494,1,0
201395308494,2,0
201395308494,3,0
201395308503,1,12
201395308503,2,0
201395308512,1,0
201395308527,1,15
201395308527,2,15
201395308527,3,15
201395308527,4,15
201395308560,1,0
201395308575,1,15
201395308575,2,15
201395308575,3,15
201395308585,2,0
201395308591,1,0
201395308602,1,12
201395308602,2,0
201395308602,3,0
201395308604,2,15
201395308604,3,0
201395308660,1,12
201395308660,2,0
201395308662,1,12
201395308662,2,0
201395308677,1,0
201395308677,2,0
201395308685,1,1
201395308685,2,0
201395308690,1,0
201395308695,1,0
201395308695,2,0
201395308701,2,0
201395308701,3,0
201395308704,1,0
201395308707,1,0
201395308711,1,0
201395308711,2,0
201395308713,1,0
201395308715,1,0
201395308724,1,0
201395308724,2,0
201395308725,2,0
201395308726,1,0
201395308726,2,0
201395308728,1,17
201395308733,1,0
201395308740,1,0
201395308740,2,0
201395308741,1,0
201395308751,1,0
201395308751,2,0
201395308756,1,0
201395308759,1,0
201395308768,1,0
201395308768,2,0
201395308768,3,0
201395308773,1,0
201395308773,2,0
201395308792,1,0
201395308792,2,1
201395308795,1,0
201395308795,2,0
201395308796,1,1
201395308797,1,0
201395308798,1,0
201395308799,1,0
201395308804,1,0
201395308814,1,0
201395308815,1,0
201395308815,2,0
201395308816,1,0
201395308816,2,0
201395308816,3,0
201395308819,1,0
201395308819,2,0
201395308824,1,0
201395308824,2,0
201395308826,1,0
201395308826,2,0
201395308826,3,0
201395308842,1,0
201395308843,1,0
201395308843,2,0
201395308843,3,0
201395308855,1,0
201395308858,1,0
201395308858,2,0
201395308861,1,0
201395308866,1,0
201395308867,1,0
201395308867,2,0
201395308868,1,0
201395308868,2,0
201395308869,1,0
201395308869,2,0
201395308875,1,0
201395308875,2,0
201395308884,1,0
201395308884,2,0
201395308927,2,0
201395308928,1,15
201395308928,2,15
201395308940,1,0
201395308953,1,3
201395308956,1,0
201395308956,2,0
201395308963,1,0
201395308963,2,0
201395308970,1,15
201395308970,2,15
201395308975,1,15
201395308975,2,15
201395308993,1,0
201395308993,2,0
201395308996,1,15
201395309001,1,0
201395309004,1,0
201395309011,1,0
201395309035,1,0
201395309035,2,0
201395309042,2,0
201395309049,1,0
201395309049,2,0
201395309054,1,0
201395309054,2,0
201395309054,3,0
201395309054,4,0
201395309054,5,0
201395309054,6,0
201395309058,1,1
201395309058,2,0
201395309071,1,0
201395309081,1,0
201395309081,2,0
201395309081,3,0
201395309089,1,0
201395309089,2,0
201395309092,1,0
201395309097,1,0
201395309103,1,7
201395309103,2,0
201395309105,1,98
201395309105,2,0
201395309105,3,0
201395309124,1,0
201395309124,2,0
201395309142,1,0
201395309150,1,0
201395309151,1,0
201395309151,2,0
201395309151,3,0
201395309161,1,0
201395309161,2,0
201395309166,1,0
201395309166,2,0
201395309178,1,0
201395309178,2,0
201395309186,1,0
201395309186,2,0
201395309189,1,0
201395309189,2,0
201395309189,3,0
201395309189,4,0
201395309189,5,0
201395309206,1,0
201395309206,2,0
201395309209,1,0
201395309211,1,1
201395309211,2,0
201395309218,1,0
201395309219,1,93
201395309219,2,0
201395309220,1,12
201395309220,2,0
201395309223,1,0
201395309223,2,0
201395309225,1,0
201395309239,1,0
201395309239,2,0
201395309253,1,0
201395309253,2,0
201395309254,1,0
201395309260,1,0
201395309260,2,0
201395309262,1,0
201395309266,1,0
201395309266,2,0
201395309269,1,0
201395309272,1,0
201395309272,2,0
201395309274,1,0
201395309274,2,0
201395309276,1,0
201395309278,1,0
201395309278,2,0
201395309285,1,0
201395309286,1,0
201395309286,2,0
201395309291,1,0
201395309296,1,0
201395309298,1,0
201395309298,2,0
201395309299,1,0
201395309299,2,0
201395309299,3,0
201395309307,1,0
201395309307,2,0
201395309318,1,0
201395309318,2,0
201395309323,1,0
201395309327,1,0
201395309327,2,0
201395309327,3,0
201395309327,4,0
201395309328,1,0
201395309328,2,0
201395309329,1,15
201395309329,2,0
201395309336,1,0
201395309337,1,0
201395309338,1,12
201395309338,2,0
201395309343,1,0
201395309347,2,0
201395309348,1,0
201395309348,2,0
201395309353,1,0
201395309355,1,0
201395309369,1,13
201395309369,2,0
201395309398,1,15
201395309398,2,15
201395309399,1,0
201395309399,2,0
201395309407,1,12
201395309407,2,0
201395309416,1,0
201395309432,1,0
201395309454,1,0
201395309467,2,0
201395309477,1,0
201395309477,2,0
201395309477,3,0
201395309495,1,0
201395309495,2,0
201395309498,1,0
201395309498,2,0
201395309498,3,0
201395309498,4,0
201395309503,1,9
201395309503,2,0
201395309508,1,12
201395309508,2,0
201395309522,2,0
201395309522,3,0
201395309528,1,0
201395309528,2,0
201395309534,1,0
201395309543,1,15
201395309553,1,15
201395309574,1,0
201395309575,1,15
201395309575,2,15
201395309589,1,0
201395309590,1,0
201395309591,1,0
201395309591,2,0
201395309610,1,0
201395309610,2,0
201395309637,1,0
201395309637,2,0
201395309647,1,0
201395309663,1,0
201395309663,2,0
201395309672,1,0
201395309672,2,0
201395309675,1,0
201395309675,2,0
201395309677,1,0
201395309681,1,98
201395309681,2,0
201395309684,1,0
201395309684,2,0
201395309685,1,0
201395309691,1,0
201395309694,1,0
201395309694,2,0
201395309694,3,0
201395309700,1,0
201395309700,2,0
201395309702,1,0
201395309704,1,0
201395309704,2,0
201395309705,1,0
201395309708,1,0
201395309708,2,0
201395309714,1,0
201395309714,2,0
201395309714,3,0
201395309714,4,0
201395309717,1,0
201395309717,2,0
201395309721,1,0
201395309721,2,0
201395309731,1,0
201395309731,2,0
201395309732,1,0
201395309734,1,0
201395309735,1,0
201395309739,1,0
201395309739,2,0
201395309742,1,0
201395309742,2,0
201395309745,1,0
201395309752,1,0
201395309752,2,0
201395309757,1,0
201395309757,2,0
201395309762,1,93
201395309762,2,0
201395309763,1,0
201395309767,1,0
201395309767,2,0
201395309770,1,0
201395309772,1,0
201395309772,2,0
201395309782,1,0
201395309782,2,0
201395309785,1,0
201395309785,2,0
201395309786,1,0
201395309786,2,0
201395309787,1,0
201395309787,2,0
201395309787,3,0
201395309789,1,0
201395309789,2,0
201395309789,3,0
201395309791,1,0
201395309796,1,1
201395309796,2,0
201395309801,1,12
201395309801,2,0
201395309806,1,0
201395309806,2,0
201395309807,1,0
201395309808,1,6
201395309808,2,0
201395309808,3,0
201395309835,1,0
201395309843,2,0
201395309843,3,0
201395309846,1,0
201395309860,2,0
201395309888,1,0
201395309888,2,0
201395309903,1,0
201395309903,2,0
201395309909,1,0
201395309911,1,0
201395309911,2,0
201395309928,1,0
201395309928,2,0
201395309936,1,1
201395309936,2,0
201395309966,1,0
201395309966,2,0
201395309967,1,0
201395309967,2,0
201395309971,1,0
201395309971,2,0
201395309974,1,0
201395309974,2,0
201395309992,1,98
201395310000,1,0
201395310000,2,0
201395310008,1,92
201395310008,2,0
201395310009,1,0
201395310009,2,1
201395310015,1,0
201395310016,1,0
201395310017,1,0
201395310017,2,0
201395310024,1,0
201395310024,2,0
201395310025,1,0
201395310025,2,0
201395310025,3,0
201395310035,1,0
201395310035,2,0
201395310036,1,93
201395310036,2,0
201395310043,1,0
201395310043,2,0
201395310046,1,0
201395310050,1,0
201395310050,2,0
201395310055,1,0
201395310055,2,0
201395310066,1,0
201395310066,2,0
201395310072,1,0
201395310072,2,0
201395310074,1,0
201395310078,1,0
201395310078,2,0
201395310084,1,0
201395310084,2,6
201395310085,1,0
201395310085,2,1
201395310094,1,0
201395310094,2,98
201395310100,1,0
201395310100,2,0
201395310122,1,0
201395310122,2,0
201395310122,3,0
201395310127,1,1
201395310128,1,0
201395310128,2,0
201395310133,1,0
201395310138,1,0
201395310141,1,0
201395310141,2,0
201395310145,1,0
201395310145,2,0
201395310146,1,12
201395310146,2,0
201395310149,1,0
201395310156,1,0
201395310156,2,0
201395310156,3,0
201395310156,4,0
201395310156,5,0
201395310156,6,0
201395310156,7,0
201395310157,1,0
201395310157,2,0
201395310157,3,0
201395310163,1,0
201395310169,1,0
201395310181,1,12
201395310181,2,0
201395310183,1,92
201395310196,1,0
201395310196,2,0
201395310200,1,0
201395310210,1,0
201395310215,1,0
201395310217,1,0
201395310219,1,0
201395310219,2,0
201395310221,1,0
201395310221,2,0
201395310226,1,0
201395310240,1,0
201395310240,2,0
201395310241,1,0
201395310241,2,0
201395310244,1,0
201395310244,2,0
201395310244,3,0
201395310245,1,0
201395310245,2,0
201395310246,1,12
201395310246,2,0
201395310252,1,0
201395310252,2,0
201395310263,1,0
201395310263,2,0
201395310265,1,0
201395310270,1,0
201395310270,2,0
201395310271,1,0
201395310271,2,0
201395310272,1,0
201395310272,2,0
201395310284,1,0
201395310284,2,0
201395310287,1,0
201395310287,2,16
201395310288,1,0
201395310295,1,0
201395310295,2,0
201395310296,1,98
201395310296,2,0
201395310300,1,0
201395310305,2,0
201395310306,1,0
201395310306,2,0
201395310313,1,0
201395310327,1,0
201395310333,1,15
201395310333,2,15
201395310334,1,15
201395310334,2,15
201395310334,3,15
201395310341,1,0
201395310355,1,17
201395310355,2,0
201395310360,1,0
201395310360,2,0
201395310368,1,0
201395310391,1,0
201395310391,2,0
201395310395,1,0
201395310395,2,0
201395310409,1,1
201395310409,2,0
201395310441,1,0
201395310441,2,0
201395310444,1,0
201395310444,2,0
201395310447,1,0
201395310449,1,0
201395310449,2,0
201395310449,3,0
201395310475,1,0
201395310475,2,0
201395310514,1,93
201395310517,1,15
201395310517,2,15
201395310523,1,0
201395310523,2,0
201395310528,1,12
201395310528,2,0
201395310533,1,1
201395310533,2,0
201395310545,1,15
201395310552,1,0
201395310552,2,0
201395310553,1,0
201395310553,2,1
201395310566,1,0
201395310569,1,0
201395310572,1,0
201395310579,1,0
201395310579,2,0
201395310581,1,0
201395310581,2,0
201395310593,1,0
201395310593,2,0
201395310602,1,0
201395310602,2,0
201395310604,1,0
201395310608,1,13
201395310608,2,0
201395310613,1,0
201395310613,2,0
201395310621,1,0
201395310628,1,0
201395310658,1,0
201395310660,1,0
201395310660,2,0
201395310660,3,0
201395310664,1,0
201395310670,1,0
201395310671,1,97
201395310671,2,0
201395310675,1,0
201395310675,2,0
201395310679,1,0
201395310679,2,0
201395310679,3,0
201395310683,1,1
201395310683,2,0
201395310686,1,0
201395310686,2,0
201395310692,1,93
201395310692,2,0
201395310693,1,0
201395310697,1,0
201395310699,1,0
201395310701,1,0
201395310701,2,0
201395310702,1,0
201395310702,2,0
201395310703,1,0
201395310707,1,0
201395310707,2,0
201395310711,2,0
201395310715,2,0
201395310715,3,0
201395310724,1,12
201395310724,2,0
201395310726,1,0
201395310729,1,93
201395310729,2,0
201395310738,1,15
201395310751,1,0
201395310752,1,0
201395310752,2,0
201395310752,3,0
201395310761,1,15
201395310782,1,15
201395310788,1,0
201395310788,2,0
201395310792,1,0
201395310792,2,1
201395310794,1,0
201395310794,2,0
201395310795,2,0
201395310801,1,0
201395310801,2,0
201395310808,1,12
201395310808,2,0
201395310808,3,0
201395310808,4,0
201395310810,1,0
201395310814,1,0
201395310814,2,0
201395310814,3,0
201395310824,1,0
201395310824,2,0
201395310832,1,0
201395310834,1,0
201395310834,2,0
201395310834,3,0
201395310834,4,0
201395310840,1,0
201395310840,2,0
201395310843,1,0
201395310843,2,0
201395310843,3,0
201395310853,1,0
201395310853,2,0
201395310853,3,0
201395310855,1,0
201395310862,1,0
201395310862,2,1
201395310865,1,0
201395310880,2,0
201395310881,1,0
201395310882,1,0
201395310882,2,0
201395310883,1,0
201395310883,2,0
201395310885,1,1
201395310889,1,0
201395310898,1,0
201395310906,1,12
201395310918,1,0
201395310929,1,0
201395310929,2,0
201395310936,1,12
201395310936,2,0
201395310936,3,0
201395310936,4,0
201395310942,1,1
201395310942,2,0
201395310944,1,0
201395310944,2,0
201395310946,1,0
201395310946,2,0
201395310946,3,0
201395310950,1,0
201395310957,1,0
201395310968,1,0
201395310968,2,0
201395310969,1,7
201395310988,1,15
201395310988,2,15
201395311005,1,15
201395311005,2,0
201395311024,2,0
201395311041,1,93
201395311041,2,0
201395311041,3,0
201395311043,1,0
201395311043,2,0
201395311057,1,0
201395311059,1,0
201395311059,2,0
201395311067,1,0
201395311071,1,0
201395311071,2,0
201395311074,1,0
201395311074,2,0
201395311076,1,0
201395311076,2,0
201395311076,3,0
201395311080,1,0
201395311080,2,0
201395311088,1,0
201395311088,2,0
201395311089,1,0
201395311089,2,0
201395311089,3,0
201395311091,1,93
201395311091,2,0
201395311104,1,0
201395311104,2,0
201395311104,3,0
201395311105,1,0
201395311105,2,0
201395311112,1,0
201395311112,2,0
201395311114,1,14
201395311114,2,0
201395311119,1,0
201395311119,2,0
201395311121,1,0
201395311121,2,0
201395311122,1,0
201395311132,1,0
201395311132,2,0
201395311132,3,0
201395311137,1,0
201395311140,1,0
201395311140,2,0
201395311150,2,0
201395311150,3,0
201395311150,4,0
201395311153,1,0
201395311153,2,0
201395311155,1,0
201395311155,2,0
201395311156,1,1
201395311156,2,0
201395311181,1,0
201395311184,1,0
201395311204,1,15
201395311207,1,0
201395311207,2,0
201395311209,1,15
201395311209,2,15
201395311216,1,0
201395311229,1,15
201395311238,2,0
201395311269,1,10
201395311269,1,15
201395311269,2,15
201395311269,3,15
201395311287,1,0
201395311287,2,0
201395311299,1,0
201395311306,1,0
201395311306,2,0
201395311316,1,0
201395311316,2,0
201395311316,3,0
201395311320,2,0
201395311327,1,1
201395311327,2,0
201395311328,1,0
201395311328,2,0
201395311328,3,0
201395311336,1,0
201395311345,1,93
201395311345,2,0
201395311346,1,0
201395311348,1,0
201395311349,1,0
201395311349,2,0
201395311351,1,0
201395311351,2,0
201395311351,3,0
201395311355,1,0
201395311355,2,0
201395311355,3,0
201395311362,1,93
201395311363,1,0
201395311365,1,0
201395311372,1,0
201395311372,2,0
201395311378,1,0
201395311378,2,0
201395311390,2,0
201395311392,2,0
201395311399,1,0
201395311400,1,12
201395311400,2,0
201395311400,3,0
201395311400,4,0
201395311408,1,0
201395311408,2,0
201395311425,1,0
201395311425,2,0
201395311433,1,0
201395311433,2,0
201395311436,1,0
201395311440,1,0
201395311440,2,0
201395311441,1,0
201395311452,1,0
201395311457,1,15
201395311457,2,15
201395311473,1,3
201395311474,1,0
201395311477,1,0
201395311480,1,93
201395311480,2,0
201395311492,1,0
201395311492,2,0
201395311505,1,15
201395311505,2,15
201395311514,1,93
201395311514,2,0
201395311514,3,15
201395311514,4,15
201395311514,5,15
201395311525,1,0
201395311525,2,15
201395311531,2,0
201395311537,1,10
201395311541,1,12
201395311541,2,0
201395311548,1,98
201395311559,1,0
201395311559,2,0
201395311568,1,0
201395311568,2,0
201395311569,1,0
201395311569,2,0
201395311569,3,0
201395311576,1,0
201395311576,2,0
201395311579,1,0
201395311581,1,0
201395311581,2,0
201395311583,1,0
201395311583,2,0
201395311585,1,0
201395311593,1,0
201395311593,2,0
201395311595,1,0
201395311595,2,0
201395311602,1,0
201395311602,2,0
201395311614,1,0
201395311614,2,0
201395311619,1,1
201395311619,2,0
201395311622,1,0
201395311624,1,0
201395311624,2,0
201395311637,1,0
201395311643,1,0
201395311643,2,0
201395311645,1,0
201395311645,2,0
201395311656,1,1
201395311658,1,0
201395311658,2,0
201395311659,1,0
201395311664,1,0
201395311664,2,0
201395311673,1,0
201395311673,2,0
201395311674,1,0
201395311674,2,0
201395311676,1,0
201395311676,2,0
201395311676,3,0
201395311676,4,0
201395311676,5,0
201395311676,6,0
201395311678,1,0
201395311682,1,0
201395311693,1,0
201395311693,2,0
201395311695,1,1
201395311695,2,0
201395311699,1,0
201395311699,2,0
201395311701,1,0
201395311701,2,0
201395311703,1,0
201395311717,1,0
201395311717,2,12
201395311724,1,1
201395311724,2,0
201395311740,1,15
201395311742,1,17
201395311743,1,15
201395311757,1,0
201395311757,2,0
201395311757,3,0
201395311770,1,0
201395311775,1,0
201395311775,2,0
201395311789,1,0
201395311789,2,0
201395311791,2,0
201395311815,1,1
201395311815,2,0
201395311821,1,0
201395311822,1,0
201395311822,2,0
201395311827,1,0
201395311828,1,0
201395311829,1,0
201395311831,1,0
201395311832,1,0
201395311833,1,0
201395311838,1,98
201395311845,1,12
201395311845,2,0
201395311845,3,0
201395311845,4,0
201395311849,1,0
201395311854,1,0
201395311854,2,0
201395311859,1,0
201395311888,1,14
201395311888,2,0
201395311892,1,0
201395311892,2,0
201395311896,1,0
201395311896,2,0
201395311901,1,0
201395311902,1,0
201395311902,2,0
201395311904,1,1
201395311904,2,0
201395311921,1,0
201395311921,2,0
201395311927,1,0
201395311927,2,0
201395311927,3,0
201395311927,4,0
201395311927,5,0
201395311942,1,0
201395311942,2,0
201395311951,1,0
201395311967,1,0
201395311967,2,0
201395311968,1,0
201395311968,2,0
201395311968,3,0
201395311971,1,92
201395311971,2,0
201395311972,1,0
201395311972,2,0
201395311990,1,0
201395311990,2,0
201395311999,1,10
201395312002,2,0
201395312004,2,0
201395312005,1,12
201395312005,2,0
201395312017,2,0
201395312020,1,0
201395312020,2,0
201395312041,1,15
201395312041,2,0
201395312045,1,0
201395312045,2,0
201395312047,1,12
201395312047,2,0
201395312053,1,10
201395312053,2,0
201395312065,1,0
201395312074,1,0
201395312074,2,0
201395312075,1,0
201395312079,1,0
201395312079,2,0
201395312079,3,0
201395312087,1,0
201395312087,2,0
201395312093,1,0
201395312093,2,0
201395312096,1,13
201395312096,2,0
201395312101,1,0
201395312101,2,0
201395312103,1,0
201395312103,2,0
201395312108,1,0
201395312108,2,0
201395312120,1,0
201395312120,2,0
201395312122,1,0
201395312122,2,0
201395312122,3,0
201395312124,1,0
201395312124,2,0
201395312133,1,0
201395312133,2,0
201395312139,1,1
201395312139,2,0
201395312141,2,0
201395312143,1,0
201395312143,2,0
201395312147,1,0
201395312156,1,0
201395312157,1,3
201395312157,2,0
201395312166,1,0
201395312166,2,0
201395312167,1,1
201395312167,2,0
201395312169,1,0
201395312170,1,1
201395312170,2,0
201395312179,1,0
201395312179,2,0
201395312181,1,0
201395312181,2,0
201395312190,1,1
201395312190,2,0
201395312200,1,0
201395312200,2,0
201395312202,1,0
201395312206,1,0
201395312206,2,0
201395312216,2,0
201395312222,1,0
201395312222,2,0
201395312226,1,0
201395312228,1,0
201395312228,2,0
201395312229,2,0
201395312234,1,0
201395312240,1,10
201395312245,1,0
201395312245,2,0
201395312245,3,0
201395312246,1,0
201395312246,2,0
201395312247,1,0
201395312250,1,0
201395312261,1,0
201395312262,1,0
201395312262,2,0
201395312266,1,0
201395312266,2,0
201395312267,1,1
201395312272,1,0
201395312272,2,0
201395312276,1,0
201395312276,2,0
201395312282,1,0
201395312282,2,0
201395312291,1,0
201395312298,1,0
201395312299,1,0
201395312302,1,0
201395312304,1,0
201395312304,2,0
201395312317,1,0
201395312328,1,0
201395312343,2,0
201395312343,3,0
201395312343,4,0
201395312344,1,93
201395312357,1,0
201395312364,1,0
201395312364,2,0
201395312376,1,92
201395312390,1,1
201395312390,2,0
201395312400,1,93
201395312400,2,0
201395312402,1,93
201395312402,2,0
201395312402,3,0
201395312407,1,0
201395312408,1,0
201395312408,2,0
201395312409,1,0
201395312409,2,0
201395312432,1,0
